code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f,MA_5,MA_20,MA_60,EMA_5,EMA_20,EMA_60
sh600000,2014-12-15,12.8,12.82,12.46,12.76,-0.016949000000000002,335025414.0,4232421865.0,190414636200.0,238018295260.0,0.022451,105.93048200000001,2014-09-30,2014-10-31,5.185116000000001,2.0456060000000003,2.766202,1.02886,12.264982,12.920000000000005,12.112,10.677500000000002,12.944127354266884,12.28492235484114,11.084078820504404
sh600000,2014-12-12,13.05,13.38,12.78,12.98,-0.005364,310558743.0,4067040277.0,193697647170.0,242122058970.0,0.020811,107.756853,2014-09-30,2014-10-31,5.274514,2.080875,2.813895,1.046599,12.476445,13.130000000000004,12.011500000000002,10.624833333333335,13.036191031400328,12.234914181666522,11.027267923852332
sh600000,2014-12-11,12.96,13.55,12.85,13.05,-0.008359,442571181.0,5847503446.0,194742241570.0,243427801970.0,0.029657,108.337977,2014-09-30,2014-10-31,5.3029589999999995,2.0920970000000003,2.82907,1.052243,12.543728999999999,13.240000000000004,11.907500000000002,10.568500000000002,13.064286547100492,12.156484095526157,10.961073605089465
sh600000,2014-12-10,12.7,13.25,12.21,13.16,0.040316000000000005,620272395.0,7901267906.0,196383747060.0,245479683820.0,0.041565,109.251208,2014-09-30,2014-10-31,5.347659999999999,2.109732,2.852918,1.061113,12.649466,13.284000000000002,11.802000000000001,10.511000000000003,13.071429820650737,12.062429789792068,10.890262528582014
sh600000,2014-12-09,13.56,14.16,12.46,12.65,-0.083997,869193775.0,11788051418.0,188773130720.0,235966413400.0,0.058246000000000006,105.01733,2014-09-30,2014-10-31,5.1404190000000005,2.027972,2.742357,1.019991,12.159253999999999,13.168000000000003,11.696500000000002,10.451500000000005,13.027144730976106,11.94689608345439,10.813322261526029
sh600000,2014-12-08,13.39,14.04,13.2,13.81,0.020694999999999998,703922500.0,9622363300.0,206083552190.0,257604440240.0,0.047171,114.647364,2014-09-30,2014-10-31,5.6117919999999994,2.213936,2.99383,1.113524,13.274251000000001,13.212000000000003,11.610000000000001,10.402333333333338,13.215717096464159,11.872885144870642,10.751061987669729
sh600000,2014-12-05,13.42,14.0,12.9,13.53,0.019593,859647616.0,11553890777.0,201905174600.0,252381468240.0,0.057606,112.32284299999999,2014-09-30,2014-10-31,5.498011,2.169048,2.933129,1.090947,13.00511,12.882000000000001,11.447000000000001,10.334500000000007,12.918575644696238,11.66897831801492,10.647369153829713
sh600000,2014-12-04,12.58,13.3,12.37,13.27,0.054849,720041669.0,9307946036.0,198025252540.0,247531565680.0,0.048251,110.16439199999999,2014-09-30,2014-10-31,5.392359,2.127366,2.876764,1.069982,12.755198,12.656000000000002,11.279500000000002,10.270833333333341,12.612863467044358,11.473081298858595,10.549652834607132
sh600000,2014-12-03,12.84,13.29,12.32,12.58,-0.022533,730561448.0,9380076839.0,187728536320.0,234660670400.0,0.048956,104.436173,2014-09-30,2014-10-31,5.111972,2.01675,2.7271810000000003,1.014346,12.091966000000001,12.298000000000004,11.117500000000001,10.211000000000007,12.284295200566538,11.283931961896343,10.45743765757622
sh600000,2014-12-02,12.03,13.08,12.03,12.87,0.058388,589371031.0,7404591089.0,192056141690.0,240070177110.0,0.039495,106.843681,2014-09-30,2014-10-31,5.229815,2.063241,2.7900490000000002,1.0377299999999998,12.370714999999999,12.046000000000003,10.988000000000001,10.16133333333334,12.136442800849805,11.147503747359115,10.385486376499172
sh600000,2014-12-01,12.45,12.98,12.12,12.16,-0.019355,607270363.0,7590567304.0,181460969930.0,226826212410.0,0.040694,100.949445,2014-09-30,2014-10-31,4.941303,1.949418,2.6361310000000002,0.9804809999999999,11.688261,11.688000000000002,10.848,10.105000000000008,11.769664201274708,10.966188352344286,10.301265557268485
sh600000,2014-11-28,11.53,12.48,11.48,12.4,0.080139,832183256.0,9950390236.0,185042436440.0,231303045550.0,0.055765999999999996,102.941885,2014-09-30,2014-10-31,5.038829,1.9878939999999998,2.68816,0.999833,11.918952,11.428,10.748000000000001,10.060166666666674,11.574496301912061,10.840523968380527,10.238257595798725
sh600000,2014-11-27,11.48,11.72,11.28,11.48,0.014134,439738276.0,5062406815.0,171313481480.0,214141851840.0,0.029468,95.304294,2014-09-30,2014-10-31,4.664982,1.8404049999999998,2.488717,0.925652,11.034646,11.106000000000002,10.638,10.009500000000008,11.161744452868092,10.676368596631107,10.164978175121423
sh600000,2014-11-26,11.25,11.43,11.1,11.32,0.021661,452263345.0,5092828904.0,168925837130.0,211157296420.0,0.030307,93.976037,2014-09-30,2014-10-31,4.599966,1.814756,2.4540319999999998,0.912751,10.880856,10.924000000000001,10.5545,9.975666666666676,11.002616679302136,10.591775817329118,10.120401153325435
sh600000,2014-11-25,10.81,11.09,10.75,11.08,0.020258,289490093.0,3159162410.0,165344370620.0,206680463280.0,0.019399,91.983581,2014-09-30,2014-10-31,4.502439,1.7762799999999999,2.402002,0.8933989999999999,10.650163000000001,10.754000000000001,10.4735,9.944666666666675,10.843925018953202,10.515120640205867,10.079736775471417
sh600000,2014-11-24,10.57,10.99,10.45,10.86,0.006487000000000001,474049927.0,5090821659.0,162061359650.0,202576699570.0,0.031767000000000004,90.157177,2014-09-30,2014-10-31,4.4130400000000005,1.74101,2.354308,0.87566,10.438696,10.628000000000004,10.399,9.917333333333342,10.725887528429803,10.45565965496438,10.045829538753656
sh600000,2014-11-21,10.58,10.82,10.46,10.79,0.020814,209997641.0,2234174865.0,161016765250.0,201270956570.0,0.014072,89.57609599999999,2014-09-30,2014-10-31,4.384597,1.729789,2.339134,0.870017,10.371417,10.606000000000003,10.3295,9.895333333333342,10.658831292644704,10.413097513381684,10.018230532688948
sh600000,2014-11-20,10.45,10.66,10.37,10.57,0.009551,162402495.0,1709647461.0,157733754290.0,197167192860.0,0.010883,87.749675,2014-09-30,2014-10-31,4.295197,1.6945189999999999,2.29144,0.8522770000000001,10.159948,10.628000000000004,10.274000000000001,9.873833333333343,10.593246938967058,10.373423567421863,9.992068848599724
sh600000,2014-11-19,10.43,10.54,10.39,10.47,0.0019140000000000001,145326646.0,1518565385.0,156241476570.0,195301845720.0,0.009739,86.919507,2014-09-30,2014-10-31,4.254561,1.6784880000000002,2.269762,0.8442139999999999,10.063827999999999,10.702000000000004,10.233,9.858333333333341,10.604870408450585,10.352731311361007,9.972477956512996
sh600000,2014-11-18,10.75,10.8,10.43,10.45,-0.027906999999999998,254900899.0,2687326957.0,155943021030.0,194928776290.0,0.017081,86.75346,2014-09-30,2014-10-31,4.246434,1.675282,2.2654259999999997,0.842601,10.044603,10.818000000000003,10.198500000000001,9.845666666666675,10.672305612675878,10.340387238872692,9.955612797513473
sh600000,2014-11-17,10.94,11.08,10.73,10.75,-0.013761,214519835.0,2329015774.0,160419854170.0,200524817710.0,0.014375,89.243992,2014-09-30,2014-10-31,4.368341,1.7233759999999998,2.330462,0.866791,10.332965,10.912000000000003,10.165000000000003,9.833500000000008,10.783458419013817,10.32884905349087,9.938853904174122
sh600000,2014-11-14,10.88,10.98,10.75,10.9,-0.0036560000000000004,198414346.0,2154897404.0,162658270740.0,203322838420.0,0.013296,90.489215,2014-09-30,2014-10-31,4.429292,1.747422,2.362979,0.878885,10.477141,10.872000000000002,10.122500000000002,9.815666666666674,10.800187628520723,10.284517374910962,9.911357417665222
sh600000,2014-11-13,11.1,11.38,10.86,10.94,-0.009955,371263986.0,4115769395.0,163255181820.0,204068977280.0,0.024879,90.82125699999999,2014-09-30,2014-10-31,4.445545,1.7538340000000001,2.37165,0.8821100000000001,10.515586,10.728000000000002,10.070000000000002,9.794000000000008,10.750281442781082,10.219729730164747,9.87784409884606
sh600000,2014-11-12,10.85,11.07,10.74,11.05,0.011904999999999999,271038574.0,2961655250.0,164896687310.0,206120859140.0,0.018163,91.734474,2014-09-30,2014-10-31,4.490246,1.771469,2.395497,0.8909799999999999,10.621321,10.546000000000003,10.017500000000002,9.77183333333334,10.655422164171625,10.143911807024194,9.8418388019055
sh600000,2014-11-11,10.62,11.26,10.62,10.92,0.035071,653738973.0,7163875483.0,162956726280.0,203695907850.0,0.043808,90.65522299999999,2014-09-30,2014-10-31,4.437418,1.7506279999999999,2.367314,0.880498,10.496362,10.334000000000001,9.9545,9.74833333333334,10.458133246257438,10.048534102500426,9.800884170725622
sh600000,2014-11-10,10.53,10.81,10.42,10.55,0.036345999999999996,489376864.0,5168943744.0,157435298740.0,196794123430.0,0.032794,87.58358,2014-09-30,2014-10-31,4.287066,1.691312,2.2871029999999997,0.850664,10.140717,10.164000000000001,9.8945,9.728000000000009,10.227199869386157,9.95680085013205,9.76294802722913
sh600000,2014-11-07,10.01,10.39,9.98,10.18,0.014955000000000001,407114119.0,4155058255.0,151913871200.0,189892339000.0,0.027281,84.51191,2014-09-30,2014-10-31,4.136712999999999,1.631995,2.206891,0.82083,9.785067999999999,10.086000000000002,9.8535,9.711166666666676,10.065799804079235,9.894358834356476,9.736268289383897
sh600000,2014-11-06,10.01,10.04,9.95,10.03,0.004004,101863094.0,1018619320.0,149675454630.0,187094318290.0,0.0068260000000000005,83.266657,2014-09-30,2014-10-31,4.07576,1.607949,2.174373,0.808735,9.640889,10.09,9.836,9.700833333333343,10.008699706118852,9.864291343236104,9.721226530679052
sh600000,2014-11-05,10.08,10.11,9.96,9.99,-0.007944,157561422.0,1578932517.0,149078543550.0,186348179440.0,0.010558,82.934587,2014-09-30,2014-10-31,4.059506,1.601536,2.165702,0.8055100000000001,9.602441,10.046000000000001,9.827,9.696000000000009,9.998049559178277,9.84684832673464,9.710759629239284
sh600000,2014-11-04,10.2,10.2,10.02,10.07,-0.008858,163212641.0,1645394573.0,150272365720.0,187840457150.0,0.010937,83.59869499999999,2014-09-30,2014-10-31,4.092013,1.6143610000000002,2.1830439999999998,0.81196,9.679333,9.988,9.8195,9.69400000000001,10.002074338767414,9.831779729548813,9.701293850055922
sh600000,2014-11-03,10.25,10.28,10.1,10.16,-0.003922,248371619.0,2525984147.0,151615415660.0,189519269580.0,0.016644,84.34583,2014-09-30,2014-10-31,4.128584,1.628788,2.202554,0.819217,9.765839,9.892,9.8035,9.691500000000008,9.968111508151122,9.806703911606583,9.688795331169858
sh600000,2014-10-31,9.88,10.38,9.85,10.2,0.039755,491064711.0,4953082712.0,152212326750.0,190265408430.0,0.032907,84.677937,2014-09-30,2014-10-31,4.14484,1.635202,2.211227,0.822443,9.804292,9.753999999999998,9.7835,9.68483333333334,9.872167262226682,9.769514849670434,9.672822284507674
sh600000,2014-10-30,9.72,9.85,9.65,9.81,0.011340000000000001,176780522.0,1722710639.0,146392443660.0,182990554580.0,0.011845999999999999,81.440279,2014-06-30,2014-08-14,4.140708,1.638941,6.864982,0.8381860000000001,9.429425,9.649999999999997,9.7595,9.678166666666673,9.708250893340024,9.724200623319954,9.654951845329833
sh600000,2014-10-29,9.61,9.75,9.57,9.7,0.011470000000000001,161050635.0,1555124009.0,144750938180.0,180938672730.0,0.010792,80.527101,2014-06-30,2014-08-14,4.094278,1.620564,6.788006,0.828788,9.323694,9.637999999999996,9.7545,9.676500000000008,9.657376340010037,9.715169109985212,9.64969597320351
sh600000,2014-10-28,9.5,9.61,9.5,9.59,0.012672,101044054.0,965189350.0,143109432700.0,178886790870.0,0.006770999999999999,79.61393000000001,2014-06-30,2014-08-14,4.04785,1.602187,6.71103,0.8193889999999999,9.217964,9.653999999999996,9.7575,9.677833333333341,9.636064510015055,9.716765858404708,9.64799075112546
sh600000,2014-10-27,9.62,9.63,9.4,9.47,-0.021694,138929487.0,1323460330.0,141318699440.0,176648374300.0,0.009309999999999999,78.61768599999999,2014-06-30,2014-08-14,3.9971970000000003,1.5821379999999998,6.627052000000001,0.809136,9.102616000000001,9.691999999999997,9.7595,9.680666666666673,9.659096765022582,9.730109632973624,9.649956540289317
sh600000,2014-10-24,9.77,9.79,9.66,9.68,-0.0071790000000000005,108312657.0,1054022659.0,144452482640.0,180565603300.0,0.007258,80.361039,2014-06-30,2014-08-14,4.085834999999999,1.617222,6.774008,0.8270790000000001,9.304467,9.777999999999995,9.7665,9.67933333333334,9.753645147533872,9.757489594339269,9.656056765170696
sh600000,2014-10-23,9.78,9.88,9.72,9.75,-0.0030670000000000003,118416324.0,1159897472.0,145497077040.0,181871346300.0,0.007935,80.942122,2014-06-30,2014-08-14,4.11538,1.628916,6.822989999999999,0.833059,9.371747000000001,9.811999999999996,9.775,9.673333333333341,9.790467721300809,9.765646393743403,9.655245129654753
sh600000,2014-10-22,9.79,9.88,9.75,9.78,0.0,91092137.0,893481676.0,145944760350.0,182430950440.0,0.006104,81.191135,2014-06-30,2014-08-14,4.12804,1.6339270000000001,6.843980999999999,0.835622,9.400578,9.839999999999996,9.774,9.662166666666675,9.810701581951212,9.767293382558497,9.652033098363557
sh600000,2014-10-21,9.89,9.91,9.76,9.78,-0.012121,105290636.0,1034461912.0,145944760350.0,182430950440.0,0.007056000000000001,81.191135,2014-06-30,2014-08-14,4.12804,1.6339270000000001,6.843980999999999,0.835622,9.400578,9.841999999999995,9.763499999999999,9.650166666666674,9.826052372926819,9.765955843880445,9.647695234794622
sh600000,2014-10-20,9.93,9.95,9.82,9.9,0.005076,114718758.0,1133473887.0,147735493610.0,184669367010.0,0.007687,82.18732800000001,2014-06-30,2014-08-14,4.1786900000000005,1.653975,6.927954,0.845875,9.515921,9.829999999999995,9.7555,9.63683333333334,9.849078559390229,9.764477511657335,9.643210324830887
sh600000,2014-10-17,9.88,10.0,9.75,9.85,-0.004044,161019857.0,1588282410.0,146989354750.0,183736693440.0,0.010790000000000001,81.77225200000001,2014-06-30,2014-08-14,4.157586,1.6456220000000001,6.892966,0.8416030000000001,9.467862,9.795999999999996,9.740499999999999,9.622166666666676,9.823617839085344,9.750211986568631,9.634505584724268
sh600000,2014-10-16,9.74,10.04,9.7,9.89,0.010215,296366859.0,2936900132.0,147586265840.0,184482832290.0,0.01986,82.104282,2014-06-30,2014-08-14,4.174468,1.652304,6.920953999999999,0.8450200000000001,9.506305000000001,9.791999999999994,9.727999999999998,9.60783333333334,9.810426758628017,9.739707985154803,9.627200684644906
sh600000,2014-10-15,9.72,9.85,9.64,9.79,0.007201999999999999,133922265.0,1304901629.0,146093988120.0,182617485150.0,0.008974,81.274067,2014-06-30,2014-08-14,4.132257,1.6355959999999998,6.850971,0.836476,9.41018,9.783999999999995,9.7135,9.59333333333334,9.770640137942026,9.723887773065835,9.618292227418634
sh600000,2014-10-14,9.72,9.82,9.69,9.72,-0.0010279999999999998,84002904.0,818017648.0,145049393720.0,181311742150.0,0.005629,80.69291700000001,2014-06-30,2014-08-14,4.102709,1.623901,6.801983,0.8304940000000001,9.342893,9.793999999999995,9.7035,9.580333333333341,9.76096020691304,9.716928591283292,9.612471621000797
sh600000,2014-10-13,9.79,9.83,9.68,9.73,-0.010173,109831220.0,1069089803.0,145198621490.0,181498276870.0,0.007359999999999999,80.77595500000001,2014-06-30,2014-08-14,4.106930999999999,1.625572,6.8089830000000005,0.831349,9.352507000000001,9.799999999999995,9.702499999999999,9.56833333333334,9.78144031036956,9.716605285102585,9.608826588641932
sh600000,2014-10-10,9.8,9.91,9.77,9.83,-0.00203,133030186.0,1308626408.0,146690899210.0,183363624010.0,0.008915000000000001,81.606134,2014-06-30,2014-08-14,4.14914,1.642279,6.878963000000001,0.839893,9.448628,9.805999999999996,9.703,9.555166666666675,9.807160465554338,9.715195315113384,9.604719012390252
sh600000,2014-10-09,9.85,9.94,9.81,9.85,0.001016,130968217.0,1293022527.0,146989354750.0,183736693440.0,0.008776,81.772131,2014-06-30,2014-08-14,4.15758,1.645619,6.892955000000001,0.8416020000000001,9.467848,9.783999999999995,9.697,9.540000000000008,9.795740698331507,9.703110611441108,9.59708236300416
sh600000,2014-10-08,9.78,9.85,9.73,9.84,0.009231,142724444.0,1398725077.0,146840126980.0,183550158720.0,0.009564,81.689135,2014-06-30,2014-08-14,4.15336,1.643949,6.885959,0.8407479999999999,9.458238,9.755999999999997,9.688500000000001,9.524500000000007,9.768611047497261,9.687648570540173,9.588508877123322
sh600000,2014-09-30,9.78,9.8,9.7,9.75,-0.001025,105093276.0,1023862494.0,145497077040.0,181871346300.0,0.0070420000000000005,80.94196,2014-06-30,2014-08-14,4.115371,1.6289129999999998,6.822976,0.833058,9.371728,9.739999999999997,9.6765,9.511333333333338,9.732916571245891,9.671611577965454,9.57998374746636
sh600000,2014-09-29,9.75,9.81,9.72,9.76,0.004115,121763013.0,1188241034.0,145646304810.0,182057881010.0,0.008159999999999999,81.02501,2014-06-30,2014-08-14,4.119594,1.630584,6.829977,0.8339120000000001,9.381344,9.715999999999998,9.6635,9.499666666666672,9.724374856868836,9.663360165119713,9.574220479882495
sh600000,2014-09-26,9.69,9.74,9.64,9.72,0.00103,80598327.0,781818068.0,145049393720.0,181311742150.0,0.0054009999999999996,80.692959,2014-06-30,2014-08-14,4.102711,1.623902,6.801987,0.8304950000000001,9.342898,9.685999999999996,9.649000000000001,9.488166666666672,9.706562285303256,9.653187550921787,9.567922863623908
sh600000,2014-09-25,9.79,9.83,9.68,9.71,-0.005123,137216320.0,1340440535.0,144900165950.0,181125207440.0,0.009195,80.609931,2014-06-30,2014-08-14,4.09849,1.622231,6.794988,0.8296399999999999,9.333283999999999,9.711999999999998,9.631000000000002,9.47733333333334,9.699843427954884,9.646154661545133,9.56276770188234
sh600000,2014-09-24,9.61,9.79,9.59,9.76,0.013499,152637326.0,1480725849.0,145646304810.0,182057881010.0,0.010228000000000001,81.02502199999999,2014-06-30,2014-08-14,4.119594,1.630584,6.829978,0.8339120000000001,9.381345,9.715999999999998,9.618,9.466500000000003,9.694765141932324,9.639434099602514,9.557776771941748
sh600000,2014-09-23,9.61,9.69,9.6,9.63,0.002081,88224150.0,850252148.0,143706343780.0,179632929730.0,0.005912,79.945833,2014-06-30,2014-08-14,4.064725,1.608866,6.739008,0.8228049999999999,9.256393,9.677999999999997,9.603000000000002,9.454833333333337,9.662147712898486,9.626742952192252,9.550921740756994
sh600000,2014-09-22,9.83,9.83,9.61,9.61,-0.024365,155546883.0,1505934022.0,143407888240.0,179259860300.0,0.010423,79.779811,2014-06-30,2014-08-14,4.056284,1.605525,6.725013000000001,0.821097,9.237169999999999,9.675999999999997,9.593500000000002,9.445166666666669,9.678221569347727,9.626400105054596,9.548241119169708
sh600000,2014-09-19,9.72,9.91,9.7,9.85,0.012333,286004782.0,2816151314.0,146989354750.0,183736693440.0,0.019166,81.772191,2014-06-30,2014-08-14,4.157583,1.645621,6.89296,0.8416020000000001,9.467855,9.673999999999996,9.590000000000002,9.434500000000003,9.71233235402159,9.628126431902448,9.546147595662099
sh600000,2014-09-18,9.56,9.75,9.53,9.73,0.016719,218993865.0,2119148592.0,145198621490.0,181498276870.0,0.014675,80.77598,2014-06-30,2014-08-14,4.106932,1.625572,6.808985000000001,0.831349,9.35251,9.623999999999997,9.572500000000002,9.420166666666669,9.643498531032387,9.604771319471128,9.53584750335722
sh600000,2014-09-17,9.63,9.66,9.53,9.57,-0.0051979999999999995,116577448.0,1116528160.0,142810977150.0,178513721440.0,0.007812,79.447694,2014-06-30,2014-08-14,4.039398,1.598841,6.697017999999999,0.817679,9.198717,9.597999999999995,9.568000000000001,9.40766666666667,9.60024779654858,9.591589353099668,9.529266055657
sh600000,2014-09-16,9.65,9.76,9.59,9.62,0.0020829999999999998,222751521.0,2154511976.0,143557116010.0,179446395010.0,0.014927000000000001,79.862821,2014-06-30,2014-08-14,4.060504,1.6071959999999998,6.732011,0.821951,9.246782000000001,9.601999999999995,9.575000000000003,9.398833333333334,9.61537169482287,9.593861916583844,9.527885242436433
sh600000,2014-09-15,9.56,9.64,9.51,9.6,0.0,99444466.0,950656348.0,143258660470.0,179073325580.0,0.006664,79.696813,2014-06-30,2014-08-14,4.052064,1.603855,6.718017,0.820243,9.227561,9.617999999999997,9.580000000000002,9.3995,9.613057542234303,9.591110539382141,9.524762704662638
sh600000,2014-09-12,9.61,9.61,9.53,9.6,0.0,80296496.0,768304362.0,143258660470.0,179073325580.0,0.005381,79.696813,2014-06-30,2014-08-14,4.052064,1.603855,6.718017,0.820243,9.227561,9.645999999999997,9.584000000000003,9.401166666666667,9.619586313351455,9.590174806685527,9.522212284815339
sh600000,2014-09-11,9.6,9.73,9.57,9.6,0.0010429999999999999,119763193.0,1152958001.0,143258660470.0,179073325580.0,0.008026,79.696813,2014-06-30,2014-08-14,4.052064,1.603855,6.718017,0.820243,9.227561,9.667999999999996,9.584000000000003,9.401833333333334,9.629379470027182,9.589140575810319,9.519575409847251
sh600000,2014-09-10,9.65,9.66,9.57,9.59,-0.011340000000000001,111659515.0,1073076812.0,143109432700.0,178886790870.0,0.007481999999999999,79.613776,2014-06-30,2014-08-14,4.047842,1.602184,6.711017999999999,0.8193879999999999,9.217946000000001,9.683999999999996,9.584500000000002,9.404,9.644069205040774,9.587997478527194,9.516849149061784
sh600000,2014-09-09,9.75,9.82,9.68,9.7,-0.004107,123866063.0,1205605803.0,144750938180.0,180938672730.0,0.0083,80.526951,2014-06-30,2014-08-14,4.094271,1.6205610000000001,6.787992999999999,0.828786,9.323677,9.685999999999996,9.587000000000002,9.406333333333333,9.671103807561162,9.587786686793214,9.514369455915483
sh600000,2014-09-05,9.73,9.78,9.69,9.74,0.00309,126925907.0,1234561990.0,145347849270.0,181684811580.0,0.008506,80.85904000000001,2014-06-30,2014-08-14,4.111155,1.6272440000000001,6.815987,0.832204,9.362127000000001,9.643999999999997,9.587000000000002,9.408166666666665,9.656655711341742,9.575974759087236,9.508076886482984
sh600000,2014-09-04,9.7,9.72,9.63,9.71,0.0030989999999999998,98919202.0,956753811.0,144900165950.0,181125207440.0,0.006629,80.609955,2014-06-30,2014-08-14,4.098491,1.622231,6.794989999999999,0.829641,9.333287,9.589999999999996,9.577000000000002,9.407999999999998,9.614983567012613,9.558708944254313,9.500215074895118
sh600000,2014-09-03,9.63,9.74,9.62,9.68,0.008333,128588110.0,1244849632.0,144452482640.0,180565603300.0,0.008617,80.360916,2014-06-30,2014-08-14,4.085829,1.617219,6.7739970000000005,0.8270770000000001,9.304453,9.519999999999996,9.569500000000001,9.405166666666664,9.56747535051892,9.542783569965293,9.493103711093186
sh600000,2014-09-02,9.51,9.63,9.46,9.6,0.011590999999999999,128705724.0,1227884244.0,143258660470.0,179073325580.0,0.008625,79.696803,2014-06-30,2014-08-14,4.0520629999999995,1.603855,6.718016,0.820242,9.227559,9.473999999999995,9.572500000000002,9.403666666666664,9.511213025778382,9.528339735224797,9.486768234085359
sh600000,2014-09-01,9.49,9.52,9.44,9.49,0.002112,68578076.0,650654489.0,141617154980.0,177021443730.0,0.004596,78.783622,2014-06-30,2014-08-14,4.005634,1.585477,6.641039999999999,0.810844,9.121828,9.445999999999994,9.586000000000002,9.404166666666665,9.466819538667574,9.520796549458987,9.482929863133728
sh600000,2014-08-29,9.4,9.48,9.36,9.47,0.011752,53881605.0,507394707.0,141318699440.0,176648374300.0,0.003611,78.617582,2014-06-30,2014-08-14,3.9971919999999996,1.582136,6.627044000000001,0.809135,9.102604,9.435999999999995,9.6075,9.404999999999998,9.455229308001362,9.524038291507303,9.482690197089562
sh600000,2014-08-28,9.45,9.45,9.36,9.36,-0.009524,70289162.0,661133087.0,139677193960.0,174596492440.0,0.00471,77.704399,2014-06-30,2014-08-14,3.950762,1.5637590000000001,6.550066999999999,0.799737,8.996872,9.449999999999994,9.622,9.405666666666663,9.447843962002041,9.529726532718598,9.48312037398153
